"ORGANISATION_NAME","SUBURB","STATE","POSTCODE","LONGITUDE","LATITUDE","NHSD_SERVICE_TYPE","GA_CLASS","Services"
"Maternal And Child Health Centre - Bendigo - ""The Mews""","Bendigo","VIC",3550,144.279647827148,-36.7581176757813,"Maternal, child and family health service","GP",28
"Edith Cowan University, Student Health Service - Mt Lawley","Mount Lawley","WA",6050,115.869018554688,-31.919095993042,"General practice service","GP",10
"Maternal And Child Health Centre - Wallan","Wallan","VIC",3756,144.976455688477,-37.4131584167481,"Maternal, child and family health service","GP",6
"Walter Road East General Practitioners","Bayswater","WA",6053,115.924606323242,-31.895076751709,"General practice service","GP",12
"Dr Anh Lang Mach","Bankstown","NSW",2200,151.03388283,-33.91995552,"General practice service","GP",42
"Robinvale District Health Services - Manangatang Campus","Manangatang","VIC",3546,142.88057444,-35.05104985,"Maternal, child and family health service","GP",3
"Coorparoo Child Health","Coorparoo","QLD",4151,153.0562211,-27.49582765,"Maternal, child and family health service","GP",6
"Wollombi Medical Practice","Cessnock","NSW",2325,151.341094970703,-32.8403701782227,"General practice service","GP",16
"Dr Nyen Ling Yoong","Millers Point","NSW",2000,151.20410496,-33.85825213,"General practice service","GP",2
"Gracemere Medical Centre","Gracemere","QLD",4702,150.456004,-23.437366,"General practice skin cancer service","GP",4
"Parkside Family Practice","Parkside","SA",5063,138.625030517578,-34.9509201049805,"General practice service","GP",2
"Dr W. S. Cheung Yap Surgery","Box Hill","VIC",3128,145.122802734375,-37.8223495483398,"General practice service","GP",20
"Cabrini - Asylum Seeker And Refugee Health Hub","Northcote","VIC",3070,144.99661756,-37.77462802,"General practice service","GP",16
"Mcnamara Clinic","Airport West","VIC",3042,144.8811337,-37.72481629,"General practice service","GP",7
"Asquith Medical Centre","Asquith","NSW",2077,151.108154296875,-33.6875724792481,"General practice service","GP",4
"Ingleburn Family Practice","Ingleburn","NSW",2565,150.867111206055,-33.9989967346191,"General practice service","GP",8
"Lindsay Street Medical Centre","East Toowoomba","QLD",4350,151.96452331543,-27.5607643127441,"General practice service","GP",15
"Kerang District Health","Kerang","VIC",3579,143.91690902,-35.72482903,"Nurse led clinic","GP",6
"Ave Maria Medical Centre","Redland Bay","QLD",4165,153.305511474609,-27.6369495391846,"General practice service","GP",7
"Baldivis Medical Centre","Baldivis","WA",6171,115.813682556152,-32.3340835571289,"General practice service","GP",15
"Mudgee Community Health Centre Wellbeing And Activities Program (Waap)","Mudgee","NSW",2850,149.58711153,-32.60236987,"Nurse led clinic","GP",10
"Maternal And Child Health Centre - Tarralla","Ringwood East","VIC",3135,145.26322824,-37.82237043,"Maternal, child and family health service","GP",12
"Myora Medical General Practice","Fairlight","NSW",2094,151.277191162109,-33.7957763671875,"General practice service","GP",2
"Cunderdin Child Health Centre","Cunderdin","WA",6407,117.23988539,-31.64952348,"Maternal, child and family health service","GP",4
"Westwood Medical Centre","Angle Park","SA",5010,138.55718848,-34.85899215,"General practice service","GP",2
"Scott Street Medical Centre","Melton","VIC",3337,144.575286865234,-37.6767959594727,"General practice service","GP",15
"The Practice At Clem Jones Centre","Carina","QLD",4152,153.09877318,-27.49274663,"General practice service","GP",6
"Loch Street Medical Centre","Yarragon","VIC",3823,146.06147218,-38.20414491,"General practice service","GP",4
"Franklin General Practice","Franklin","ACT",2913,149.14742689,-35.20083695,"General practice service","GP",4
"My Dr Medical Centre","Belmont","WA",6104,115.93911,-31.94264,"General practice service","GP",22
"Northland Medical Centre","Preston","VIC",3072,145.03010559082,-37.7406387329102,"General practice service","GP",21
"Jabiru Health Centre","Jabiru","NT",886,132.83523412,-12.6727683,"Aboriginal and Torres Strait Islander health service","GP",1
"Crows Nest Medical Practice","Crows Nest","NSW",2065,151.20249793,-33.82953994,"General practice service","GP",11
"Eastbrooke Family Clinic - Doncaster","Doncaster East","VIC",3109,145.166046142578,-37.7682228088379,"General practice service","GP",19
"Kensington Healthcare","Kensington","VIC",3031,144.93034362793,-37.7946853637695,"General practice service","GP",13
"Ellen Health General Practice","Fremantle","WA",6160,115.75665282,-32.06203053,"General practice service","GP",17
"Dr Shawn Powell","Bluff Point","WA",6530,114.62261898,-28.74243705,"General practice service","GP",3
"Dr Rindani's Surgery","Oak Flats","NSW",2529,150.81983742,-34.56574364,"General practice service","GP",5
"Argyle Medical Centre - Goulburn","Goulburn","NSW",2580,149.72432801,-34.74935168,"General practice service","GP",13
"Forest Lodge Child & Family Health Centre","Forest Lodge","NSW",2037,151.18014164,-33.88376099,"Maternal, child and family health service","GP",2
"Commercial Road Medical Centre","Ferntree Gully","VIC",3156,145.27993748,-37.87963875,"General practice service","GP",10
"Northside Health","Coffs Harbour","NSW",2450,153.13728102,-30.30193969,"General practice service","GP",26
"Wolli Creek Family Practice","Wolli Creek","NSW",2205,151.153701782227,-33.9299163818359,"General practice service","GP",7
"Parkes Street General Practice","Helensburgh","NSW",2508,150.981063842773,-34.191104888916,"General practice service","GP",3
"Theodore Medical Centre","Theodore","QLD",4719,150.07532626,-24.94306516,"General practice service","GP",3
"Shepparton Gp Medical Practice And Acupuncture Clinic","Shepparton","VIC",3630,145.40216527,-36.36945954,"General practice service","GP",28
"Queen Street Medical Centre - Brisbane City","Brisbane City","QLD",4000,153.02578776,-27.46973857,"General practice service","GP",28
"Craigieburn One Health Medical Centre","Craigieburn","VIC",3064,144.89517941,-37.59146501,"General practice service","GP",30
"Barkly St Medical Clinic","West Footscray","VIC",3012,144.875442504883,-37.7968215942383,"General practice service","GP",5
"Redcliffe Hospital - Maternity/antenatal Clinic","Redcliffe","QLD",4020,153.1043535,-27.22804847,"Maternal, child and family health service","GP",11
"Kempsey Community Health Centre","West Kempsey","NSW",2440,152.820803,-31.06775054,"Maternal, child and family health service","GP",4
"Guardian Medical Highpoint","Maribyrnong","VIC",3032,144.88880589,-37.77329194,"General practice service","GP",9
"Boothroyd Medical Services","Inala","QLD",4077,152.97513444,-27.59970432,"General practice service","GP",11
"Cranbourne Road Medical Centre","Frankston","VIC",3199,145.140045166016,-38.146671295166,"General practice service","GP",38
"Berrigan Medical Centre","Berrigan","NSW",2712,145.813354492188,-35.6622543334961,"General practice service","GP",3
"Myhealth Ashmore Plaza","Ashmore","QLD",4214,153.383255004883,-27.9871006011963,"General practice service","GP",10
"Parklea Medical Centre","Glenwood","NSW",2768,150.938278198242,-33.7390861511231,"General practice service","GP",6
"Centacare Caboolture Bribie & Moreton Bay Region - Bongaree","Bongaree","QLD",4507,153.16284513,-27.07648483,"Aboriginal and Torres Strait Islander health service","GP",10
"Bass Hill Plaza Medical Centre","Bass Hill","NSW",2197,150.99315389,-33.8998681,"General practice service","GP",6
"Hopetoun Medical Centre","Hopetoun","WA",6348,120.12670135498,-33.9480895996094,"General practice service","GP",8
"Dr Low Surgery","Raymond Terrace","NSW",2324,151.774898,-32.762154,"General practice service","GP",7
"Wellness Medical Clinic","Shepparton","VIC",3630,145.3990408,-36.3730134,"General practice service","GP",28
"Granite Belt Medical Service","Stanthorpe","QLD",4380,151.934509277344,-28.654655456543,"General practice service","GP",7
"The Gympie Clinic","Gympie","QLD",4570,152.662859,-26.184392,"General practice service","GP",18
"Dynamic Doctors Group","Greenfields","WA",6210,115.752616882324,-32.5309410095215,"General practice service","GP",9
"Southern Downs Medical Pty Ltd","Stanthorpe","QLD",4380,151.930389404297,-28.6554698944092,"General practice service","GP",7
"Gunyah Of Wellness Nambour","Nambour","QLD",4560,152.95946523,-26.62532106,"Aboriginal and Torres Strait Islander health service","GP",12
"Charleville And Western Areas Aboriginal And Torres Strait Islanders Community Health - Quilpie - Outreach Service","Quilpie","QLD",4480,144.26789291,-26.61348193,"Aboriginal and Torres Strait Islander health service","GP",5
"Zplus Clinics","Redbank Plains","QLD",4301,152.87077331543,-27.6455497741699,"General practice service","GP",5
"Innovation Health Medical Centre","Dandenong","VIC",3175,145.21341,-37.98102,"General practice service","GP",35
"Alpha Cure Medical Centre - Bankstown","Bankstown","NSW",2200,151.033767700195,-33.9147644042969,"General practice service","GP",42
"Atwell Medical Centre","Atwell","WA",6164,115.86597072,-32.13698661,"General practice service","GP",6
"Prime Family Medical Centre","Ashwood","VIC",3147,145.093246459961,-37.8649101257324,"General practice service","GP",4
"Med1 Clinic","Templestowe Lower","VIC",3107,145.11268592,-37.77278985,"General practice service","GP",8
"Brentwood Child Health Centre","Murdoch","WA",6150,115.84714413,-32.06839602,"Maternal, child and family health service","GP",8
"Myhealth Regents Park","Regents Park","QLD",4118,153.034897,-27.665969,"General practice service","GP",6
"Ceduna Family Medical Practice","Ceduna","SA",5690,133.672241210938,-32.1188621520996,"General practice service","GP",4
"Sandringham Medical Centre","Sandringham","VIC",3191,145.007019042969,-37.9517097473145,"General practice service","GP",11
"Kennedy Drive Medical Centre","Tweed Heads","NSW",2485,153.53195079,-28.18594904,"General practice service","GP",11
"Blacktown Family Surgery","Blacktown","NSW",2148,150.90989069,-33.77091364,"General practice service","GP",34
"Dr Tablante - Miller","Miller","NSW",2168,150.880554199219,-33.9177131652832,"General practice service","GP",6
"Condamine Medical Centre","Warwick","QLD",4370,152.02785801,-28.21934589,"General practice service","GP",14
"Forest Hill Family Clinic","Forest Hill","VIC",3131,145.165802001953,-37.8336982727051,"General practice service","GP",11
"Aberdovy Medical","Bundaberg Central","QLD",4670,152.34928147,-24.87008104,"General practice service","GP",10
"Cobar Primary Healthcare Centre","Cobar","NSW",2835,145.837173461914,-31.5004978179932,"General practice service","GP",5
"Mandalay Family Clinic - Hoppers Crossing","Hoppers Crossing","VIC",3029,144.690338134766,-37.8787078857422,"General practice service","GP",19
"My Midwives - Epping","Epping","VIC",3076,145.01780439,-37.64839538,"Maternal, child and family health service","GP",36
"Pirlangimpi Health Centre","Pirlangimpi","NT",822,130.417526245117,-11.4065761566162,"Aboriginal and Torres Strait Islander health service","GP",1
"Regal Medical Centre","Mittagong","NSW",2575,150.44678514,-34.45061829,"General practice service","GP",9
"Mcintyre Medical Centre","Para Hills West","SA",5096,138.649765014648,-34.7940139770508,"General practice service","GP",2
"Family Planning - Launceston","Launceston","TAS",7250,147.13402019,-41.43902426,"General practice service","GP",21
"Liverpool Community Health Max Clinic","Liverpool","NSW",2170,150.92874903,-33.9181491,"Maternal, child and family health service","GP",38
"Southern Regional Medical Group","Albany","WA",6330,117.882972717285,-35.0202369689941,"General practice service","GP",10
"Jacaranda General Practice","Bundaberg West","QLD",4670,152.34376346,-24.86915395,"General practice service","GP",16
"Griffin Medical Centre","Griffin","QLD",4503,153.027221679688,-27.2622833251953,"General practice service","GP",2
"Jurien Bay Health Centre","Jurien Bay","WA",6516,115.04435789,-30.30567223,"Nurse led clinic","GP",3
"Phun Medical","Ferny Grove","QLD",4055,152.93798828125,-27.403205871582,"General practice service","GP",3
"218 Padstow Road Medical Centre","Eight Mile Plains","QLD",4113,153.087158203125,-27.5744152069092,"General practice service","GP",7
"General Practice Cremorne","Mosman","NSW",2088,151.23727341,-33.82439885,"General practice service","GP",17
"Dr Brown's Surgery - Mawson","Mawson","ACT",2607,149.0929963,-35.365746,"General practice service","GP",4
"Mt Annan Doctors","Mount Annan","NSW",2567,150.75909719,-34.04860108,"General practice service","GP",5
"Wynnum Medical Centre","Tingalpa","QLD",4173,153.14143371582,-27.4664726257324,"General practice service","GP",3
"Parkview Medical Centre","Toongabbie","NSW",2146,150.9513016,-33.78895403,"General practice service","GP",10
"Flynns Beach Medical Centre","Port Macquarie","NSW",2444,152.925476074219,-31.4437847137451,"General practice service","GP",31
"North Adelaide Healthcare","North Adelaide","SA",5006,138.60433925,-34.90824117,"General practice service","GP",9
"Cannonvale Medical Services","Cannonvale","QLD",4802,148.70100402832,-20.2761669158936,"General practice service","GP",7
"Brunswick Community Medical Centre","Brunswick","VIC",3056,144.962646484375,-37.7713928222656,"General practice service","GP",23
"Reedy Creek","Reedy Creek","QLD",4227,153.401892,-28.101842,"General practice service","GP",3
"Eastside Medical Centre","Bundaberg East","QLD",4670,152.38087526,-24.85268771,"General practice service","GP",4
"Maternal And Child Health Centre - Hoppers Crossing - Mossfiel","Hoppers Crossing","VIC",3029,144.69367624,-37.87593924,"Maternal, child and family health service","GP",19
"Milton Family Medical Practice & South Coast Skin Cancer Clinic","Milton","NSW",2538,150.439474483869,-35.3179074620212,"General practice service","GP",6
"Maternal & Child Health Centre - Balwyn","Surrey Hills","VIC",3127,145.08882891,-37.81389585,"Maternal, child and family health service","GP",9
"Dianne Avenue Medical Centre","Craigieburn","VIC",3064,144.93402306,-37.5958719,"General practice service","GP",30
