ORGANISATION_NAME,SUBURB,STATE,POSTCODE,LONGITUDE,LATITUDE,NHSD_SERVICE_TYPE,GA_CLASS
Terrywhite Chemmart Toowoomba Medical & Dental Centre,Toowoomba City,QLD,4350,151.9426773,-27.56706749,Pharmacy service,Pharmacy
Paddington Compounding Pharmacy,Paddington,NSW,2021,151.2288360595700,-33.88562774658200,Pharmacy service,Pharmacy
Chemist Warehouse Distribution Centre Penrith,Jamisontown,NSW,2750,150.67052579,-33.76921343,Pharmacy service,Pharmacy
Priceline Pharmacy Gowrie,Gowrie,ACT,2904,149.1105499267580,-35.4137077331543,Pharmacy service,Pharmacy
The Bush Chemist Tumut,Tumut,NSW,2720,148.22369384765600,-35.30081558227540,Pharmacy service,Pharmacy
Chemist Warehouse Racecourse,Launceston,TAS,7250,147.1465301513670,-41.42958450317380,Pharmacy service,Pharmacy
Livelife Pharmacy Noosa Junction,Noosa Heads,QLD,4567,153.09094181,-26.39794726,Pharmacy service,Pharmacy
My Chemist Moonee Ponds,Moonee Ponds,VIC,3039,144.92413738,-37.7664851,Pharmacy service,Pharmacy
Spencer Street Pharmacy,Docklands,VIC,3008,144.95201110839800,-37.81660461425780,Pharmacy service,Pharmacy
Optimal Pharmacy Plus Beechboro,Beechboro,WA,6063,115.92601013183600,-31.87665367126470,Pharmacy service,Pharmacy
Priceline Pharmacy Qut Brisbane,Brisbane City,QLD,4000,153.029403467302,-27.4780968407628,Pharmacy service,Pharmacy
Grice Avenue Chempro Chemist,Paradise Point,QLD,4216,153.39472347,-27.88604596,Pharmacy service,Pharmacy
Oberon Pharmacy,Oberon,NSW,2787,149.85769653320300,-33.70387649536130,Pharmacy service,Pharmacy
Greater Knox Pharmacy,Boronia,VIC,3155,145.29199321566900,-37.862505651395500,Pharmacy service,Pharmacy
Somerset Pharmacy,Somerset,TAS,7322,145.83322143554700,-41.04144287109380,Pharmacy service,Pharmacy
Chemist Warehouse Dandenong Princes Highway,Dandenong,VIC,3175,145.21466139,-37.983203,Pharmacy service,Pharmacy
Your Chemist Shop Hurlstone Park,Ashfield,NSW,2131,151.12867949,-33.90415471,Pharmacy service,Pharmacy
High Street Day & Night Pharmacy,North Willoughby,NSW,2068,151.200821,-33.795719,Pharmacy service,Pharmacy
Pharmacy 777 Bridgetown,Bridgetown,WA,6255,116.13668060302700,-33.95877456665040,Pharmacy service,Pharmacy
Priceline Pharmacy Gungahlin Square,Gungahlin,ACT,2912,149.13612418,-35.1855864,Pharmacy service,Pharmacy
Metropol Hardings Pharmacy Carindale,Mount Gravatt East,QLD,4122,153.09639539,-27.51863857,Pharmacy service,Pharmacy
Jerrabomberra Pharmacy,Jerrabomberra,NSW,2619,149.20126342773400,-35.380653381347700,Pharmacy service,Pharmacy
Terrywhit Chemmart Mooroopna Pharmacy,Mooroopna,VIC,3629,145.34985662,-36.37882366,Pharmacy service,Pharmacy
Ramsay Pharmacy Pottsville Beach,Pottsville,NSW,2489,153.5631674,-28.38925188,Pharmacy service,Pharmacy
Lane Cove Advantage Pharmacy,Lane Cove,NSW,2066,151.16958618164100,-33.81441879272460,Pharmacy service,Pharmacy
Terrywhite Chemmart Wollongong,Wollongong,NSW,2500,150.89599305,-34.42502739,Pharmacy service,Pharmacy
Moranbah Hospital - Pharmacy,Moranbah,QLD,4744,148.05582996,-22.00246638,Hospital pharmacy service,Pharmacy
Mitchell Chemist,Noble Park,VIC,3174,145.17495727539100,-37.96662139892580,Pharmacy service,Pharmacy
Chemist Warehouse Craigieburn Junction,Craigieburn,VIC,3064,144.9089229,-37.59223816,Pharmacy service,Pharmacy
Pharmacy 777 Willagee,Willagee,WA,6156,115.80757904052700,-32.05292892456060,Pharmacy service,Pharmacy
Terrywhite Chemmart Hayborough Pharmacy,Hayborough,SA,5211,138.6406707763670,-35.53606414794920,Pharmacy service,Pharmacy
Ufs Dispensaries Melton Central,Melton,VIC,3337,144.57862022,-37.68427525,Pharmacy service,Pharmacy
Friendly Care Pharmacy Ipswich,Ipswich,QLD,4305,152.7606296,-27.61351851,Pharmacy service,Pharmacy
Wizard Pharmacy Gateways,Yarrawonga,NT,830,130.98216172,-12.47019622,Pharmacy service,Pharmacy
Forestway Pharmacy,Frenchs Forest,NSW,2086,151.22538803,-33.75093301,Pharmacy service,Pharmacy
National Pharmacies - Norwood,Norwood,SA,5067,138.634933,-34.921497,Pharmacy service,Pharmacy
Our Chemist,Ballina,NSW,2478,153.56003611,-28.84169587,Pharmacy service,Pharmacy
Humphries Rd Pharmacy,Frankston South,VIC,3199,145.12301635742200,-38.19193649291990,Pharmacy service,Pharmacy
Windsor Village Pharmacy,Paradise,SA,5075,138.66550383,-34.86930568,Pharmacy service,Pharmacy
Curtis Adams Pharmacy,Wangaratta,VIC,3677,146.32656860351600,-36.354679107666000,Pharmacy service,Pharmacy
Newbery Chemists - Wallaroo,Wallaroo,SA,5556,137.6268525,-33.93113505,Pharmacy service,Pharmacy
Cincotta Discount Chemist Meadowbank,Meadowbank,NSW,2114,151.09018908,-33.81837244,Pharmacy service,Pharmacy
Blooms The Chemist Salamander Bay,Salamander Bay,NSW,2317,152.1067352294920,-32.735774993896500,Pharmacy service,Pharmacy
Landsborough Chemist,Landsborough,QLD,4550,152.96470642089800,-26.80841827392580,Pharmacy service,Pharmacy
Woodend Pharmacy,Woodend,VIC,3442,144.52838941,-37.35646732,Pharmacy service,Pharmacy
Wycheproof Pharmacy,Wycheproof,VIC,3527,143.22573852539100,-36.07525634765630,Pharmacy service,Pharmacy
Engadine Central Pharmacy,Engadine,NSW,2233,151.01315619,-34.06475735,Pharmacy service,Pharmacy
Chemist Warehouse Roxburgh Village,Roxburgh Park,VIC,3064,144.9324188232420,-37.63895034790040,Pharmacy service,Pharmacy
Family Care Pharmacy Narwee,Narwee,NSW,2209,151.07026656,-33.94879027,Pharmacy service,Pharmacy
Chemist Warehouse Ascot Vale,Ascot Vale,VIC,3032,144.92764812,-37.77328488,Pharmacy service,Pharmacy
Quay Pharmacy,Sydney,NSW,2000,151.20832852,-33.86168008,Pharmacy service,Pharmacy
Pharmacy 4 Less Town Hall,Sydney,NSW,2000,151.20755488,-33.87271572,Pharmacy service,Pharmacy
Blooms The Chemist Ballina Fair,Ballina,NSW,2478,153.558929,-28.858715,Pharmacy service,Pharmacy
Bentleigh Discount Chemist,Bentleigh,VIC,3204,145.03414184,-37.9177372,Pharmacy service,Pharmacy
Campbelltown Medical Centre Pharmacy,Campbelltown,NSW,2560,150.81215364,-34.06993963,Pharmacy service,Pharmacy
Clare Valley Family Pharmacy,Auburn,SA,5451,138.68563764,-34.02781401,Pharmacy service,Pharmacy
Star Discount Chemist North Ward,North Ward,QLD,4810,146.81426951,-19.25185435,Pharmacy service,Pharmacy
Lexington Pharmacy,Maroubra,NSW,2035,151.24725027,-33.94968793,Pharmacy service,Pharmacy
Chemist Warehouse Sunbury,Sunbury,VIC,3429,144.72845387,-37.58053033,Pharmacy service,Pharmacy
Drysdale Village Pharmacy,Drysdale,VIC,3222,144.5695037841800,-38.17304611206060,Pharmacy service,Pharmacy
Jindalee Chemsave Discount Max,Jindalee,QLD,4074,152.9420623779300,-27.532320022583000,Pharmacy service,Pharmacy
Terrywhite Chemmart North Brighton Pharmacy,Brighton,VIC,3186,145.00326525,-37.90585766,Pharmacy service,Pharmacy
Peterborough Pharmacy,Peterborough,SA,5422,138.83547973632800,-32.9732551574707,Pharmacy service,Pharmacy
Direct Chemist Outlet Saltwater,Point Cook,VIC,3030,144.77092617,-37.91114829,Pharmacy service,Pharmacy
West End Discount Drug Store,South Brisbane,QLD,4101,153.01268,-27.477795,Pharmacy service,Pharmacy
Danks Street Discount Pharmacy,Waterloo,NSW,2017,151.21288015,-33.89870638,Pharmacy service,Pharmacy
Kandos-Rylstone Pharmacy,Kandos,NSW,2848,149.97410049,-32.85917662,Pharmacy service,Pharmacy
Stanfords Pharmacy,Maclean,NSW,2463,153.1969451904300,-29.457502365112300,Pharmacy service,Pharmacy
Wizard Pharmacy Casuarina,Casuarina,NT,810,130.8816021,-12.37506487,Pharmacy service,Pharmacy
Geeveston Pharmacy,Geeveston,TAS,7116,146.92726135253900,-43.1642951965332,Pharmacy service,Pharmacy
Star Discount Chemist - Morphett Vale,Morphett Vale,SA,5162,138.52261352539100,-35.119022369384800,Pharmacy service,Pharmacy
Blooms The Chemist Springwood,Springwood,NSW,2777,150.56608267,-33.69856947,Pharmacy service,Pharmacy
Bellmere Discount Drug Store,Bellmere,QLD,4510,152.92675589760800,-27.09002037653790,Pharmacy service,Pharmacy
Nelson Pharmacy,Brighton East,VIC,3187,145.02456665039100,-37.90810775756840,Pharmacy service,Pharmacy
Flaxmill Road Pharmacy,Christie Downs,SA,5164,138.49570851,-35.1276214,Pharmacy service,Pharmacy
East Griffith Pharmacy,Griffith,NSW,2680,146.05908708,-34.28321505,Pharmacy service,Pharmacy
Caboolture Discount Drug Store,Caboolture,QLD,4510,152.92826079,-27.07553358,Pharmacy service,Pharmacy
Hunt Club Discount Drug Store,Cranbourne East,VIC,3977,145.29445129,-38.09983875,Pharmacy service,Pharmacy
Shane Johnson Pharmacy,Bulleen,VIC,3105,145.0914306640630,-37.77483367919920,Pharmacy service,Pharmacy
Chemist Warehouse Ryrie Street Geelong,Geelong,VIC,3220,144.35387948,-38.14731334,Pharmacy service,Pharmacy
Terrywhite Chemmart Applecross,Applecross,WA,6153,115.83322143554700,-32.01976776123050,Pharmacy service,Pharmacy
St Marys Pharmacy,St Marys,NSW,2760,150.77394104003900,-33.764923095703100,Pharmacy service,Pharmacy
Briar Hill Pharmacy,Briar Hill,VIC,3088,145.11953735351600,-37.709320068359400,Pharmacy service,Pharmacy
Your Discount Chemist Port Macquarie,Port Macquarie,NSW,2444,152.90794559,-31.43215428,Pharmacy service,Pharmacy
Soul Pattinson Pharmacy Moe,Moe,VIC,3825,146.2608184814450,-38.17512893676760,Pharmacy service,Pharmacy
Pharmacysmart Compounding Pascoe Vale South,Pascoe Vale South,VIC,3044,144.94586462,-37.7395146,Pharmacy service,Pharmacy
Optimal Pharmacy Plus Bella Vista,Bella Vista,NSW,2153,150.95221989,-33.7462782,Pharmacy service,Pharmacy
Good Price Pharmacy Warehouse Jandakot,Jandakot,WA,6164,115.871237,-32.09135991,Pharmacy service,Pharmacy
Kenmore Chempro Chemist,Kenmore,QLD,4069,152.94723510742200,-27.50826644897460,Pharmacy service,Pharmacy
Quarry Road Pharmacy,Ryde,NSW,2112,151.11441040039100,-33.80513381958010,Pharmacy service,Pharmacy
Maroochy Day & Night Pharmacy,Maroochydore,QLD,4558,153.09490976,-26.65747868,Pharmacy service,Pharmacy
Eastwood Pharmacy,Eastwood,NSW,2122,151.07981161,-33.79157332,Pharmacy service,Pharmacy
Myrtleford Pharmacy,Myrtleford,VIC,3737,146.72654724121100,-36.56153106689450,Pharmacy service,Pharmacy
Swan View Pharmacy,Swan View,WA,6056,116.04735,-31.88838,Pharmacy service,Pharmacy
Amcal Pharmacy Wantirna South,Wantirna South,VIC,3152,145.24075317382800,-37.85965347290040,Pharmacy service,Pharmacy
Care Compounding Pharmacy,Hawthorn,VIC,3122,145.0359344482420,-37.817726135253900,Pharmacy service,Pharmacy
Crows Nest Pharmacy,Crows Nest,QLD,4355,152.05537127,-27.26251703,Pharmacy service,Pharmacy
Chemist Warehouse Salamanca,Battery Point,TAS,7004,147.33169325,-42.88762299,Pharmacy service,Pharmacy
Healthsmart Pharmacy University,Parkville,VIC,3052,144.96120137,-37.79677241,Pharmacy service,Pharmacy
Terry White Chemmart Kanwal Medical Pharmacy,Hamlyn Terrace,NSW,2259,151.47982617,-33.26262428,Pharmacy service,Pharmacy
Lawlers Wholelife Pharmacy And Health Foods,Dee Why,NSW,2099,151.28759007,-33.75406985,Pharmacy service,Pharmacy
Chemist Warehouse Riverside Plaza,Kialla,VIC,3631,145.39169311523400,-36.40792465209960,Pharmacy service,Pharmacy
Priceline Pharmacy Southland East,Cheltenham,VIC,3192,145.05294799804700,-37.958736419677700,Pharmacy service,Pharmacy
Terrywhite Chemmart Stepney,Stepney,SA,5069,138.62468807,-34.91398302,Pharmacy service,Pharmacy
Maitland Pharmacy,Maitland,SA,5573,137.6719970703130,-34.374900817871100,Pharmacy service,Pharmacy
The Valley Pharmacy,Telopea,NSW,2117,151.04501768,-33.79596255,Pharmacy service,Pharmacy
Corrigin Pharmacy & Health Food Centre,Corrigin,WA,6375,117.875692,-32.33097,Pharmacy service,Pharmacy
Massa Pharmacy,Darlington Point,NSW,2706,145.9992412,-34.56743352,Pharmacy service,Pharmacy
The Charlton Pharmacy,Charlton,VIC,3525,143.34976196289100,-36.268123626709000,Pharmacy service,Pharmacy
Palm Beach Pavilions Chempro Chemist,Palm Beach,QLD,4221,153.47258641,-28.12249082,Pharmacy service,Pharmacy
Malvern Corner Pharmacy,Malvern,VIC,3144,145.04097402,-37.85839815,Pharmacy service,Pharmacy
Terrywhite Chemmart Lindisfarne Village,Lindisfarne,TAS,7015,147.35210537,-42.84760494,Pharmacy service,Pharmacy
Chemist Warehouse Hobart,Hobart,TAS,7000,147.32338679,-42.88176341,Pharmacy service,Pharmacy
Blooms The Chemist Geraldton Fountains,Geraldton,WA,6530,114.60977935791000,-28.7735652923584,Pharmacy service,Pharmacy
Wizard Pharmacy Wellard,Wellard,WA,6170,115.81550598144500,-32.262054443359400,Pharmacy service,Pharmacy
Exmouth Pharmacy,Exmouth,WA,6707,114.12275695800800,-21.931068420410200,Pharmacy service,Pharmacy
Wholesale Pharmacy Ashwood,Ashwood,VIC,3147,145.1052703857420,-37.86785125732420,Pharmacy service,Pharmacy
Terrywhite Chemmart Arana Hills,Arana Hills,QLD,4054,152.96018082,-27.39727438,Pharmacy service,Pharmacy
Superchem Kwinana Pharmacy,Kwinana Town Centre,WA,6167,115.813962,-32.245888,Pharmacy service,Pharmacy
Amcal Pharmacy Ashburton,Ashburton,VIC,3147,145.07766583,-37.86334525,Pharmacy service,Pharmacy
Sinclairs Pharmacy,Camden,NSW,2570,150.6953777,-34.05524421,Pharmacy service,Pharmacy
Inform Pharmacy Thornleigh,Thornleigh,NSW,2120,151.08224487304700,-33.731201171875,Pharmacy service,Pharmacy
Coonabarabran Chemist,Coonabarabran,NSW,2357,149.27830505371100,-31.27501106262210,Pharmacy service,Pharmacy
Chemist King Frewville,Frewville,SA,5063,138.626501,-34.946571,Pharmacy service,Pharmacy
Direct Chemist Outlet Dakabin,Dakabin,QLD,4503,152.990505,-27.228755,Pharmacy service,Pharmacy
Terrywhite Chemmart Penrith Compounding,Penrith,NSW,2750,150.69724809,-33.75320804,Pharmacy service,Pharmacy
Terrywhite Chemmart South Melbourne,South Melbourne,VIC,3205,144.96071578,-37.83270385,Pharmacy service,Pharmacy
Blooms The Chemist Dianella,Dianella,WA,6059,115.87093353271500,-31.896387100219700,Pharmacy service,Pharmacy
Hamilton's Compounding Pharmacy,Canning Vale,WA,6155,115.94039916992200,-32.08761215209960,Pharmacy service,Pharmacy
Priceline Pharmacy Wentworth Point,Wentworth Point,NSW,2127,151.07918332,-33.82550268,Pharmacy service,Pharmacy
Fdmc Pharmacy,Five Dock,NSW,2046,151.13065,-33.86491,Pharmacy service,Pharmacy
Waterford Plaza Discount Drug Store,Karawara,WA,6152,115.88686,-32.00951,Pharmacy service,Pharmacy
Pharmacy 777 Toowoomba,Toowoomba City,QLD,4350,151.955413818359,-27.5421524047851,Pharmacy service,Pharmacy
Chemist Warehouse Strathfield,Strathfield,NSW,2135,151.09422168,-33.87456323,Pharmacy service,Pharmacy
Wizard Pharmacy Willetton,Willetton,WA,6155,115.88739013671900,-32.039306640625,Pharmacy service,Pharmacy
Pharmacy 194,Geraldton,WA,6530,114.610580444335,-28.7726249694824,Pharmacy service,Pharmacy
Biggera Waters Pharmacy,Biggera Waters,QLD,4216,153.40033808,-27.93258311,Pharmacy service,Pharmacy
Community Pharmacy Wantirna,Wantirna,VIC,3152,145.23307696,-37.84730077,Pharmacy service,Pharmacy
Loganholme Village Chempro Chemist,Loganholme,QLD,4129,153.17597242,-27.66348161,Pharmacy service,Pharmacy
Priceline Pharmacy Bankstown,Bankstown,NSW,2200,151.03809696,-33.91613126,Pharmacy service,Pharmacy
Wulguru Pharmacy,Wulguru,QLD,4811,146.8261122,-19.3320301,Pharmacy service,Pharmacy
Wholelife Pharmacy & Healthfoods - Currimundi,Currimundi,QLD,4551,153.1230010986330,-26.770999908447300,Pharmacy service,Pharmacy
Chemist Warehouse Ellenbrook Home Co,Ellenbrook,WA,6069,115.96449965,-31.77832948,Pharmacy service,Pharmacy
Alexandra Community Pharmacy,Alexandra,VIC,3714,145.71054077148400,-37.192935943603500,Pharmacy service,Pharmacy
Quality Pharmacy 777 Burwood East,Burwood East,VIC,3151,145.13349803896700,-37.85235638677530,Pharmacy service,Pharmacy
Chemist Warehouse North Lakes East,North Lakes,QLD,4509,153.01600646972700,-27.246000289917000,Pharmacy service,Pharmacy
Parkwood Family Chempro Chemist,Parkwood,QLD,4214,153.38090447,-27.95653643,Pharmacy service,Pharmacy
Beresfield Pharmacy,Beresfield,NSW,2322,151.65789847,-32.80170863,Pharmacy service,Pharmacy
Good Price Pharmacy Warehouse Costigans,Maryborough,QLD,4650,152.70211791992200,-25.538673400878900,Pharmacy service,Pharmacy
Boronia Junction Amcal Pharmacy,Boronia,VIC,3155,145.284439086914,-37.8614158630371,Pharmacy service,Pharmacy
Pharmacy 500,Annerley,QLD,4103,153.03251119,-27.51097823,Pharmacy service,Pharmacy
Cervantes Pharmacy,Cervantes,WA,6511,115.06831756,-30.50071301,Pharmacy service,Pharmacy
Barton Pharmacy,Barton,ACT,2600,149.1332574,-35.31303646,Pharmacy service,Pharmacy
Blooms The Chemist Maitland,East Maitland,NSW,2323,151.59168726,-32.76296545,Pharmacy service,Pharmacy
Meeniyan Pharmacy,Meeniyan,VIC,3956,146.01302046,-38.57781089,Pharmacy service,Pharmacy
Craig Watson Soul Pattinson Chemist,Mullumbimby,NSW,2482,153.50146484375,-28.553068161010700,Pharmacy service,Pharmacy
Bladin Street Pharmacy,Laverton,VIC,3028,144.7752227783200,-37.85295867919920,Pharmacy service,Pharmacy
Terrywhite Chemmart Mont Albert,Mont Albert,VIC,3127,145.1055145263670,-37.82021713256840,Pharmacy service,Pharmacy
Chemist Outlet Erina Heights,Erina Heights,NSW,2260,151.40069618,-33.42501504,Pharmacy service,Pharmacy
Tugun Compounding Pharmacy,Tugun,QLD,4224,153.49413096,-28.14281382,Pharmacy service,Pharmacy
Outlook Drive Pharmacy,Dandenong North,VIC,3175,145.2196044921880,-37.95054244995120,Pharmacy service,Pharmacy
Sydney Markets Pharmacy,Homebush,NSW,2140,151.07536427,-33.86312946,Pharmacy service,Pharmacy
Augathella Pharmacy,Augathella,QLD,4477,146.58177278,-25.79645493,Pharmacy service,Pharmacy
National Pharmacies - Ocean Street,Victor Harbor,SA,5211,138.62316341,-35.55349349,Pharmacy service,Pharmacy
Amcal Max Albany,Albany,WA,6330,117.88380379,-35.02225705,Pharmacy service,Pharmacy
Priceline Pharmacy Shellharbour,Shellharbour City Centre,NSW,2529,150.83938598632800,-34.56511688232420,Pharmacy service,Pharmacy
Slade Pharmacy Frankston,Frankston,VIC,3199,145.13299327,-38.15470165,Pharmacy service,Pharmacy
West Hobart Pharmacy,West Hobart,TAS,7000,147.31146240234400,-42.879337310791000,Pharmacy service,Pharmacy
Priceline Pharmacy Urangan,Urangan,QLD,4655,152.893905639648,-25.2933006286621,Pharmacy service,Pharmacy
Terrywhite Chemmart Gundagai,Gundagai,NSW,2722,148.1053466796880,-35.06488037109380,Pharmacy service,Pharmacy
Terrywhite Chemmart Essington Lewis,Whyalla,SA,5600,137.57325572,-33.03751439,Pharmacy service,Pharmacy
Burleigh Town Chempro Chemist,Burleigh Waters,QLD,4220,153.44109334,-28.09761497,Pharmacy service,Pharmacy
Chemist Warehouse Burns Bay Road Lane Cove,Lane Cove,NSW,2066,151.16708123,-33.8148717,Pharmacy service,Pharmacy
Blooms The Chemist High Wycombe,High Wycombe,WA,6057,116.004929,-31.935305,Pharmacy service,Pharmacy
Pharmasave Graeme Wurm Pharmacy,Deer Park,VIC,3023,144.77571067,-37.7639888,Pharmacy service,Pharmacy
Pharmacy 4 Less Parkmore,Keysborough,VIC,3173,145.17298542,-37.99249921,Pharmacy service,Pharmacy
Terrywhite Chemmart Northgate Village,Northgate,SA,5085,138.63299560546900,-34.856998443603500,Pharmacy service,Pharmacy
Priceline Pharmacy Lidcombe,Lidcombe,NSW,2141,151.04874865,-33.84933911,Pharmacy service,Pharmacy
Cloverdale Family Pharmacy,Cloverdale,WA,6105,115.94552612304700,-31.962778091430700,Pharmacy service,Pharmacy
Craignish Pharmacy,Craignish,QLD,4655,152.747698,-25.282596,Pharmacy service,Pharmacy
Gilchrist's Pharmacy,Bexley,NSW,2207,151.12641076,-33.94962186,Pharmacy service,Pharmacy
Territory Pharmacy Stuart Park,Stuart Park,NT,820,130.84188842773400,-12.44469165802000,Pharmacy service,Pharmacy
Chemist Warehouse Glenorchy,Glenorchy,TAS,7010,147.27764745,-42.83446697,Pharmacy service,Pharmacy
Medicines R Us Chemist - Marsden Park,Marsden Park,NSW,2765,150.84039052,-33.71983433,Pharmacy service,Pharmacy
Port Bay Street Pharmacy,Port Melbourne,VIC,3207,144.939223,-37.841624,Pharmacy service,Pharmacy
Breakfast Point Pharmacy,Breakfast Point,NSW,2137,151.10864378,-33.84265581,Pharmacy service,Pharmacy
Wholelife Pharmacy & Healthfoods - Pease St,Manoora,QLD,4870,145.7404783,-16.91181885,Pharmacy service,Pharmacy
Chemist Warehouse Cannington,Cannington,WA,6107,115.93368,-32.01806,Pharmacy service,Pharmacy
Priceline Pharmacy Waurn Ponds,Grovedale,VIC,3216,144.31576963,-38.20075873,Pharmacy service,Pharmacy
